Region,Country,Target,Indicator Number,Indicator Name,Year,Value,Metadata
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2022,48.08,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, male (%)",2016,85.87,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, female (%)",2016,94.97,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, female (%)",2013,93.75,"SOURCE: ECLAC based on Encuesta de Fuerza de Trabajo - EFT, Nacional, Octubre"
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2022,8.34,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2015,89.56,"SOURCE: ECLAC based on Encuesta de Fuerza de Trabajo - EFT, Nacional, Octubre"
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2022,7.27,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2021,92.79,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2014,47.13,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2017,48.80,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, male (%)",2021,89.88,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2016,48.03,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, female (%)",2018,95.93,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2017,5.31,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2013,6.17,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2016,48.03,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2016,90.42,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2020,92.21,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2018,3.92,SOURCE:  Informe Presupuesto Consolidado SPNF (https://www.digepres.gob.do/wp-content/uploads/2019/08/Presupuesto-Consolidado-SPNF-Dominicano-2018-DIGEPRES.pdf)
Latin America and the Caribbean,Dominican Republic,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2018,0.05,SOURCE: OECD CRS data (0 is either 0 or not reported)
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2018,50.68,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2016,4.58,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2013,6.92,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2013,5.45,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2018,50.68,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2019,57.04,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2018,49.56,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2023,22.03,SOURCE:  Ley - Presupuesto Gral. Del Estado 2023 (https://www.digepres.gob.do/wp-content/uploads/2023/03/1.-Ley-Presupuesto-General-del-Estado-2023.pdf)
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2015,4.96,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, male (%)",2019,89.80,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2015,0.08,SOURCE: OECD CRS data (0 is either 0 or not reported)
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2014,48.30,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2016,4.57,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2022,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data Magnitude NIL
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2015,4.47,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2016,46.42,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2014,46.00,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2019,55.55,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2014,7.96,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2016,19.56,SOURCE:  Informe Presupuesto Consolidado SPNF (https://www.digepres.gob.do/wp-content/uploads/2019/08/Presupuesto-Consolidado-SPNF-Dominicano-2016-DIGEPRES.pdf)
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, female (%)",2017,95.65,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2019,3.52,QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2015,47.45,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2013,43.84,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2017,5.40,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2013,44.90,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2020,4.52,SOURCE:  Informe de Ejecucion Enero-Diciembre (https://www.digepres.gob.do/wp-content/uploads/2021/04/Informe-de-ejecucion-Enero-Diciembre-2020-vf1.pdf)
Latin America and the Caribbean,Dominican Republic,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2021,3.75,SOURCE:  Informe de Consolidacion Presupuestaria de la Administracion General (https://www.digepres.gob.do/wp-content/uploads/2021/05/INFORME.-Presupuesto-Consolidado-SPNF-2021.pdf)
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2019,4.37,QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2021,32.79,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2019,93.23,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2022,3.75,SOURCE:  Ley No. 345-21 de Presupuesto General del Estado (https://www.digepres.gob.do/transparencia/wp-content/uploads/2022/01/LEY-DE-PRESUPUESTO-GENERAL-DEL-ESTADO-2022-1.pdf)
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2017,49.46,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2020,57.60,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2022,49.05,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, male (%)",2017,89.55,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2017,92.60,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2014,0.09,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2022,50.06,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, male (%)",2013,84.38,"SOURCE: ECLAC based on Encuesta de Fuerza de Trabajo - EFT, Nacional, Octubre"
Latin America and the Caribbean,Dominican Republic,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2020,20.63,SOURCE:  Informe de Ejecucion Enero-Diciembre (https://www.digepres.gob.do/wp-content/uploads/2021/04/Informe-de-ejecucion-Enero-Diciembre-2020-vf1.pdf)
Latin America and the Caribbean,Dominican Republic,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2013,0.08,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Latin America and the Caribbean,Dominican Republic,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2018,5.84,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2021,33.94,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2013,3.63,SOURCE:  Reporte de Ejecucion Presupuestaria (https://www.digepres.gob.do/wp-content/uploads/2019/08/Informe-de-Ejecucion-Gobierno-Central-Enero-Diciembre-2013-DIGEPRES.pdf)
Latin America and the Caribbean,Dominican Republic,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2019,0.03,SOURCE: OECD CRS data (0 is either 0 or not reported)
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2020,56.93,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2018,50.11,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2013,43.84,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Latin America and the Caribbean,Dominican Republic,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2018,92.94,"SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
Latin America and the Caribbean,Dominican Republic,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2015,48.60,QUALIFIER: This data point is a NATIONAL ESTIMATE.
